Organisation,Service Area,Expenditure Unit,Expenditure Code,Paid Date,Trans No,Amount,caporrev,Supplier ID,Supplier Name
Oxford City Council,HRA,Gas,B1502,24/02/2015,1012357_1,1071.72,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Gas,B1502,27/01/2015,1012358_1,1848.17,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,27/01/2015,1012359_1,1213.13,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Gas,B1502,27/01/2015,1012360_1,3418.93,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,27/01/2015,1012362_1,867.89,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,27/01/2015,1012363_1,5390.47,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,27/01/2015,1012364_1,1271.31,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,27/01/2015,1012365_1,1545.71,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Gas,B1502,27/01/2015,1012366_1,532.12,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,27/01/2015,1012367_1,2309.56,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Gas,B1502,27/01/2015,1012368_1,2650.27,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Gas,B1502,27/01/2015,1012379_1,1236.28,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,10/03/2015,1012380_1,977.39,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,03/02/2015,1012381_1,1235.95,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,27/01/2015,1012382_1,1582.05,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Gas,B1502,27/01/2015,1012383_1,2517.95,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,03/02/2015,1012596_1,522.79,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,03/02/2015,1012597_1,1438.79,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,03/02/2015,1012598_1,996.73,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,27/01/2015,1012600_1,3439.69,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,27/01/2015,1012601_1,4171.30,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Electricity,B1501,27/01/2015,1012602_1,8427.88,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,27/01/2015,1012603_1,4425.20,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Electricity,B1501,27/01/2015,1012604_1,5438.81,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,27/01/2015,1012605_1,3046.66,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Electricity,B1501,27/01/2015,1012606_1,953.18,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,03/02/2015,1012607_1,1387.25,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Electricity,B1501,27/01/2015,1012608_1,8920.13,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,27/01/2015,1012702_1,943.71,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,27/01/2015,1012703_1,1814.47,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,03/02/2015,1012705_1,1854.87,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Electricity,B1501,27/01/2015,1012706_1,3054.54,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,27/01/2015,1012708_1,1424.79,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Electricity,B1501,10/02/2015,1012842_1,881.63,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Gas,B1502,03/02/2015,1012843_1,1090.87,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Gas,B1502,17/02/2015,1013284_1,2464.98,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,17/02/2015,1013285_1,1009.97,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Gas,B1502,17/02/2015,1013286_1,1133.11,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,10/03/2015,1013287_1,1481.68,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Gas,B1502,17/02/2015,1013288_1,1304.75,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,10/03/2015,1013289_1,1637.52,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Gas,B1502,17/02/2015,1013290_1,1011.44,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Gas,B1502,17/02/2015,1013291_1,2518.78,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Electricity,B1501,10/03/2015,1013292_1,2409.37,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,10/03/2015,1013294_1,1329.62,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,10/03/2015,1013295_1,960.49,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,10/03/2015,1013296_1,1410.89,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,24/02/2015,1013297_1,5811.36,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,10/03/2015,1013299_1,1321.15,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,24/02/2015,1013300_1,1799.57,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,10/03/2015,1013301_1,1136.09,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Gas,B1502,24/02/2015,1013303_1,2766.11,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Gas,B1502,24/02/2015,1013304_1,876.35,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Gas,B1502,24/02/2015,1013421_1,2059.69,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Gas,B1502,24/02/2015,1013422_1,2602.31,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Gas,B1502,24/02/2015,1013423_1,751.94,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Gas,B1502,24/02/2015,1013424_1,4771.65,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Gas,B1502,24/02/2015,1013425_1,3968.36,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Electricity,B1501,24/02/2015,1013428_1,9301.49,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,24/02/2015,1013429_1,3535.57,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,24/02/2015,1013430_1,2178.70,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,24/02/2015,1013431_1,4381.59,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Electricity,B1501,24/02/2015,1013432_1,5942.12,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Electricity,B1501,24/02/2015,1013443_1,957.06,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,03/03/2015,1013444_1,3237.74,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Electricity,B1501,24/02/2015,1013445_1,1175.41,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Gas,B1502,24/02/2015,1013575_1,10229.31,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,03/03/2015,1013581_1,1009.50,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Electricity,B1501,03/03/2015,1013582_1,1800.75,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,24/02/2015,1013584_1,1619.23,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Electricity,B1501,24/02/2015,1013585_1,3236.04,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,03/03/2015,1013587_1,1412.45,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,10/03/2015,1013602_1,715.46,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,10/03/2015,1013644_1,703.40,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,10/03/2015,1013645_1,803.53,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Electricity,B1501,10/03/2015,1013728_1,707.69,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Gas,B1502,10/03/2015,1014029_1,4968.88,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Gas,B1502,10/03/2015,1014030_1,5260.73,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,17/03/2015,1014130_1,926.85,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Gas,B1502,24/03/2015,1014133_1,811.29,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Gas,B1502,17/03/2015,1014134_1,634.53,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Gas,B1502,24/03/2015,1014135_1,6118.64,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Gas,B1502,17/03/2015,1014136_1,5236.91,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Gas,B1502,17/03/2015,1014137_1,1586.74,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,17/03/2015,1014139_1,1209.06,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Regeneration and Major Projects Team,Gas,B1502,17/03/2015,1014140_1,1632.77,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,17/03/2015,1014142_1,1500.33,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Gas,B1502,17/03/2015,1014143_1,2110.08,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Gas,B1502,17/03/2015,1014144_1,870.77,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,17/03/2015,1014145_1,2127.50,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,HRA,Gas,B1502,17/03/2015,1014195_1,1205.28,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Gas,B1502,17/03/2015,1014197_1,3207.97,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Electricity,B1501,24/03/2015,1014297_1,3008.69,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Electricity,B1501,24/03/2015,1014298_1,1232.45,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Gas,B1502,31/03/2015,1014648_1,829.27,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Leisure  Parks & Communities,Gas,B1502,31/03/2015,1014658_1,542.65,Revenue,20011042,KENT COUNTY COUNCIL
Oxford City Council,Direct Services,Building Alterations & Modifications,B1108   ,31/03/2015,47979464_0,2649.95,Revenue,20011077,EURO CAR PARTS SWINDON
Oxford City Council,Environmental Development,Materials,D3021,17/03/2015,1013780_1,756.79,Revenue,20011174,KILLGERM CHEMICALS LIMITED
Oxford City Council,Leisure  Parks & Communities,Grants,D3701,10/03/2015,46282272_1,750.00,Revenue,20011181,OXFORD INTERNATIONAL LINKS
Oxford City Council,Direct Services,Materials,D3021   ,06/01/2015,60030993_2,1046.25,Revenue,20011185,GRAFFITI REMOVAL LTD
Oxford City Council,Housing and Property,Counsel & External Legal Fees,D3417,27/01/2015,1012556_1,9908.00,Revenue,20011206,TURPIN & MILLER SOLICITORS
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,03/03/2015,1013595_1,20140.00,Revenue,20011218,FOCUSPLAIN LIMITED
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,03/03/2015,1013596_1,17290.00,Revenue,20011218,FOCUSPLAIN LIMITED
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,31/03/2015,1014387_1,15210.00,Revenue,20011218,FOCUSPLAIN LIMITED
Oxford City Council,Direct Services,Tools,D3023   ,10/03/2015,60034290_0,3874.00,Revenue,20011240,ELECTRICAL HIRE & SALES LTD
Oxford City Council,Customer Services,Short Courses,A0622,13/01/2015,1010902_1,870.00,Revenue,20011344,CIPD ENTERPRISES LIMITED
Oxford City Council,Customer Services,Short Courses,A0622,03/03/2015,1013328_1,1010.00,Revenue,20011344,CIPD ENTERPRISES LIMITED
Oxford City Council,Environmental Development,Short Courses,A0622,24/02/2015,1013488_1,880.00,Revenue,20011344,CIPD ENTERPRISES LIMITED
Oxford City Council,Leisure  Parks & Communities,General Contracted Services,D3401,27/01/2015,1012408_1,746.24,Revenue,20011419,BM TRADA CERTIFICATION LTD
Oxford City Council,Leisure  Parks & Communities,General Contracted Services,D3401,27/01/2015,1012409_1,1503.22,Revenue,20011419,BM TRADA CERTIFICATION LTD
Oxford City Council,Environmental Development,General Contracted Services,D3401,31/03/2015,1014507_1,2370.00,Revenue,20011419,BM TRADA CERTIFICATION LTD
Oxford City Council,HRA,Energy Conservation,B1165,31/03/2015,1014615_1,1200.00,Revenue,20011419,BM TRADA CERTIFICATION LTD
Oxford City Council,Direct Services,General Contracted Services,D3401,10/02/2015,46284616_1,1680.00,Revenue,20011419,BM TRADA CERTIFICATION LTD
Oxford City Council,Housing and Property,Subscriptions,D3703,03/03/2015,46284866_1,919.80,Revenue,20011419,BM TRADA CERTIFICATION LTD
Oxford City Council,Direct Services,Fuel Purchase (Stock),C2003,13/01/2015,47978257_1,1891.80,Revenue,20011436,PACE FUEL CARE
Oxford City Council,Policy  Culture and Communication,Main Contractor,Y021,06/01/2015,1012158_1,3000.00,Capital,20011465,THE OXFORD KNOWLEDGE COMPANY
Oxford City Council,Policy  Culture and Communication,Main Contractor,Y021,06/01/2015,1012159_1,3000.00,Capital,20011465,THE OXFORD KNOWLEDGE COMPANY
Oxford City Council,Policy  Culture and Communication,Main Contractor,Y021,03/02/2015,1012774_1,3000.00,Capital,20011465,THE OXFORD KNOWLEDGE COMPANY
Oxford City Council,Policy  Culture and Communication,Main Contractor,Y021,10/02/2015,1013075_1,3000.00,Capital,20011465,THE OXFORD KNOWLEDGE COMPANY
Oxford City Council,Policy  Culture and Communication,Main Contractor,Y021,10/03/2015,1013885_1,3000.00,Capital,20011465,THE OXFORD KNOWLEDGE COMPANY
Oxford City Council,Policy  Culture and Communication,Main Contractor,Y021,24/03/2015,1014426_1,2400.00,Capital,20011465,THE OXFORD KNOWLEDGE COMPANY
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,13/01/2015,1012117_1,900.00,Revenue,20011480,EXECUTIVE EXTINGUISHERS LTD
Oxford City Council,Housing and Property,Homelessness Accommodation Lease Payments,D3611,10/02/2015,1012853_1,950.00,Revenue,20011480,EXECUTIVE EXTINGUISHERS LTD
Oxford City Council,Direct Services,Consultants Fees,D3411,27/01/2015,46284494_1,135.00,Revenue,20011499,TOPS
Oxford City Council,Human Resources & Facilities,Consultants Fees,D3411,27/01/2015,46284494_10,40.00,Revenue,20011499,TOPS
Oxford City Council,Leisure  Parks & Communities,Consultants Fees,D3411,27/01/2015,46284494_11,80.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,27/01/2015,46284494_12,80.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,27/01/2015,46284494_13,40.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,27/01/2015,46284494_14,40.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,27/01/2015,46284494_2,95.00,Revenue,20011499,TOPS
Oxford City Council,Leisure  Parks & Communities,Consultants Fees,D3411,27/01/2015,46284494_3,95.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,27/01/2015,46284494_4,120.00,Revenue,20011499,TOPS
Oxford City Council,Law and Governance,Consultants Fees,D3411,27/01/2015,46284494_5,40.00,Revenue,20011499,TOPS
Oxford City Council,Law and Governance,Consultants Fees,D3411,27/01/2015,46284494_6,80.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,27/01/2015,46284494_7,120.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,27/01/2015,46284494_8,40.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,27/01/2015,46284494_9,40.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,03/03/2015,46284885_1,55.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,03/03/2015,46284885_10,40.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,03/03/2015,46284885_11,40.00,Revenue,20011499,TOPS
Oxford City Council,Leisure  Parks & Communities,Consultants Fees,D3411,03/03/2015,46284885_12,80.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,03/03/2015,46284885_13,230.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,03/03/2015,46284885_14,175.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,03/03/2015,46284885_15,95.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,03/03/2015,46284885_16,95.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,03/03/2015,46284885_17,40.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,03/03/2015,46284885_18,55.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,03/03/2015,46284885_2,95.00,Revenue,20011499,TOPS
Oxford City Council,Customer Services,Consultants Fees,D3411,03/03/2015,46284885_3,190.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,03/03/2015,46284885_4,255.00,Revenue,20011499,TOPS
Oxford City Council,Direct Services,Consultants Fees,D3411,03/03/2015,46284885_5,175.00,Revenue,20011499,TOPS
Oxford City Council,Law and Governance,Consultants Fees,D3411,03/03/2015,46284885_6,80.00,Revenue,20011499,TOPS
