Service Area,Expenditure Catergory,Expenditure Code,Paid Date,Trans No,Amount,Type of Expenditure,Supplier ID,Supplier Name
Direct Services,Materials,D3021,07/02/2017,60068219 - 0,682.00,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Materials,D3021,07/02/2017,60068220 - 1,5824.02,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Direct Services Supplies & Services,D3311,07/02/2017,60068222 - 1,835.53,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Materials,D3021,07/02/2017,60068224 - 1,727.74,Revenue,20017252,CHERWELL PACKAGING LTD
Direct Services,Materials,D3021,07/02/2017,60068242 - 1,873.75,Revenue,20006089,ICI CONTRACT DIRECT
Direct Services,Materials,D3021,07/02/2017,60068244 - 1,602.85,Revenue,20006089,ICI CONTRACT DIRECT
Direct Services,Materials,D3021,07/02/2017,60068248 - 1,552.00,Revenue,20002679,LOCKS & LATCHES (STAFFORD) LTD
Direct Services,Materials,D3021,07/02/2017,60068251 - 0,1933.59,Revenue,20019236,POWRED HEATING COMPONENTS LTD
Direct Services,Materials,D3021,07/02/2017,60068254 - 1,1587.57,Revenue,20019236,POWRED HEATING COMPONENTS LTD
Direct Services,Materials,D3021,07/02/2017,60068257 - 0,1978.46,Revenue,20015370,TIMBERYTE
Direct Services,Materials,D3021,07/02/2017,60068258 - 1,555.00,Revenue,20007900,ESSEX GARAGE DOORS
Direct Services,General Contracted Services,D3401,07/02/2017,60068262 - 1,4320.00,Revenue,20018219,ANDREW HENDERSON LIMITED
Direct Services,Refuse Containers,D3004,07/02/2017,60068269 - 0,693.00,Revenue,20008146,EGBERT H TAYLOR & CO LTD
Direct Services,Refuse Containers,D3004,07/02/2017,60068270 - 1,2277.00,Revenue,20008146,EGBERT H TAYLOR & CO LTD
Direct Services,Refuse Containers,D3004,07/02/2017,60068271 - 0,8416.20,Revenue,20008146,EGBERT H TAYLOR & CO LTD
Direct Services,Sign Shop Materials,D3018,07/02/2017,60068272 - 1,8472.00,Revenue,20008595,PRISMO ROAD MARKINGS LTD T/AS PRISMO PRODUCT SERVICES
Direct Services,Materials,D3021,07/02/2017,60068275 - 0,630.00,Revenue,20010966,GEO BROWNS IMPLEMENTS LTD
Direct Services,"Clearing/Cleaning Gardens, Garage Areas, Alleyways",B1175,07/02/2017,60068276 - 1,508.00,Revenue,20011185,GRAFFITI REMOVAL LTD
Direct Services,Community Events,D3032,07/02/2017,60068279 - 0,447.50,Revenue,20009785,THE HELPING HAND COMPANY
Direct Services,Subscriptions,D3703,07/02/2017,60068282 - 1,1995.00,Revenue,20015810,KEEP BRITAIN TIDY
Direct Services,Engineering Services Supplies and Services,D3319,07/02/2017,60068284 - 1,574.05,Revenue,20011554,MEON LTD
Direct Services,Materials,D3021,07/02/2017,60068286 - 1,3777.78,Revenue,20015230,MERKKO ENTERPRISES LIMITED
Direct Services,Materials,D3021,07/02/2017,60068290 - 1,1336.07,Revenue,20015230,MERKKO ENTERPRISES LIMITED
Direct Services,Engineering Services Supplies and Services,D3319,07/02/2017,60068292 - 1,4101.78,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,07/02/2017,60068293 - 0,1289.60,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Engineering Services Supplies and Services,D3319,07/02/2017,60068294 - 1,3918.10,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,07/02/2017,60068295 - 0,806.00,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Tipping Charges,D3421,07/02/2017,60068296 - 1,79174.70,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
Direct Services,Tipping Charges,D3421,07/02/2017,60068297 - 0,87525.68,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
Direct Services,Materials,D3021,07/02/2017,60068310 - 0,738.65,Revenue,20002347,REXEL UK LIMITED
Direct Services,Materials,D3021,07/02/2017,60068315 - 1,2736.75,Revenue,20019381,RAW WORKSHOP (FORMERLY THRIVE OXFORD
Direct Services,Refuse Containers,D3004,07/02/2017,60068316 - 0,1648.00,Revenue,20004221,SSI SCHAEFER LTD
Direct Services,Sign Shop Materials,D3018,07/02/2017,60068318 - 0,1537.12,Revenue,20002698,SPANDEX  LTD.  (UK)  COLLECTIONS
Direct Services,Sign Shop Materials,D3018,07/02/2017,60068319 - 1,1860.00,Revenue,20011096,TBS POLYCARBONATES (INCORPORATING ARMADILLO SUPPLIES)
Direct Services,Materials,D3021,07/02/2017,60068320 - 0,1173.00,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,07/02/2017,60068321 - 1,8886.36,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,07/02/2017,60068322 - 0,4547.48,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,07/02/2017,60068323 - 1,665.60,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,07/02/2017,60068325 - 1,464.88,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,07/02/2017,60068327 - 1,1193.40,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,07/02/2017,60068329 - 1,1255.80,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,07/02/2017,60068331 - 1,1271.40,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,07/02/2017,60068332 - 0,2585.70,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,07/02/2017,60068333 - 1,558.00,Revenue,20006027,ACE MINIMIX
Direct Services,Materials,D3021,07/02/2017,60068334 - 0,475.80,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,07/02/2017,60068338 - 0,1300.00,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,07/02/2017,60068339 - 0,786.24,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,07/02/2017,60068341 - 0,917.80,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,07/02/2017,60068345 - 0,480.48,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068353 - 0,468.00,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068355 - 0,468.00,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068357 - 0,458.20,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068377 - 0,426.86,Revenue,20010329,ALLFLOORS OF OXFORDSHIRE LTD
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068380 - 1,630.88,Revenue,20000210,BARKER & EVANS LTD
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068383 - 0,951.95,Revenue,20000210,BARKER & EVANS LTD
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068384 - 1,788.46,Revenue,20000210,BARKER & EVANS LTD
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068401 - 1,4430.00,Revenue,20012692,FREECHOICE GROUP
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068402 - 0,1000.00,Revenue,20012692,FREECHOICE GROUP
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068427 - 1,1720.72,Revenue,20013974,TOM GHEE CONSTRUCTION
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068428 - 0,742.77,Revenue,20013974,TOM GHEE CONSTRUCTION
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068429 - 1,1139.97,Revenue,20013974,TOM GHEE CONSTRUCTION
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068431 - 1,2925.00,Revenue,20013974,TOM GHEE CONSTRUCTION
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068432 - 0,3350.00,Revenue,20019334,GLEVUM HEATING & PLUMBING LTD
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068433 - 1,3350.00,Revenue,20019334,GLEVUM HEATING & PLUMBING LTD
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068434 - 0,9571.49,Revenue,20017845,HAZLEMERE WINDOW COMPANY LTD
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068437 - 1,721.00,Revenue,20014676,KENNINGTON FLOORING LTD
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068442 - 0,632.50,Revenue,20014676,KENNINGTON FLOORING LTD
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068443 - 1,2400.00,Revenue,20000258,L A WOOD (OXON) LTD
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068444 - 0,450.00,Revenue,20000258,L A WOOD (OXON) LTD
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068445 - 1,450.00,Revenue,20000258,L A WOOD (OXON) LTD
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068446 - 0,450.00,Revenue,20000258,L A WOOD (OXON) LTD
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068453 - 1,450.00,Revenue,20000258,L A WOOD (OXON) LTD
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068454 - 0,450.00,Revenue,20000258,L A WOOD (OXON) LTD
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068455 - 1,450.00,Revenue,20000258,L A WOOD (OXON) LTD
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068456 - 0,450.00,Revenue,20000258,L A WOOD (OXON) LTD
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068457 - 1,450.00,Revenue,20000258,L A WOOD (OXON) LTD
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068459 - 1,450.00,Revenue,20000258,L A WOOD (OXON) LTD
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068461 - 1,747.13,Revenue,20000258,L A WOOD (OXON) LTD
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068462 - 0,6655.00,Revenue,20009825,MAYLARCH ENVIRONMENTAL LTD
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068466 - 0,542.50,Revenue,20014739,MULTI-FLOORS LIMITED
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068467 - 1,542.50,Revenue,20014739,MULTI-FLOORS LIMITED
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068468 - 0,960.00,Revenue,20014739,MULTI-FLOORS LIMITED
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068469 - 1,962.00,Revenue,20014739,MULTI-FLOORS LIMITED
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068470 - 0,4430.00,Revenue,20014739,MULTI-FLOORS LIMITED
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068473 - 1,17142.82,Revenue,20000249,SSE CONTRACTING LTD
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068474 - 0,2768.00,Revenue,20005794,STEELWAY FENSECURE LTD
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068475 - 1,3333.50,Revenue,20008696,TOTAL HYGIENE LTD
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068477 - 1,1309.50,Revenue,20011787,WESTLAKE ASPHALT COMPANY LTD
Direct Services,Direct Services Sub Contractors,B1111,07/02/2017,60068478 - 0,1396.80,Revenue,20011787,WESTLAKE ASPHALT COMPANY LTD
Direct Services,Materials,D3021,14/02/2017,60068479 - 0,700.26,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Materials,D3021,14/02/2017,60068485 - 0,464.54,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,14/02/2017,60068486 - 1,875.35,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,14/02/2017,60068490 - 1,543.96,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,14/02/2017,60068494 - 1,995.28,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,14/02/2017,60068496 - 1,422.05,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,14/02/2017,60068502 - 1,456.00,Revenue,20002434,TOOLMASTER (OXFORD) LTD
Direct Services,Materials,D3021,14/02/2017,60068505 - 1,444.90,Revenue,20002434,TOOLMASTER (OXFORD) LTD
Direct Services,Direct Services Supplies & Services,D3311,14/02/2017,60068507 - 1,675.35,Revenue,20002680,OXFORD SAFETY SUPPLIES
Direct Services,Materials,D3021,14/02/2017,60068508 - 0,1370.95,Revenue,20002680,OXFORD SAFETY SUPPLIES
Direct Services,Subscriptions,D3703,14/02/2017,60068523 - 1,510.00,Revenue,20008070,CERTSURE LLP
Direct Services,Subscriptions,D3703,14/02/2017,60068525 - 1,811.50,Revenue,20008070,CERTSURE LLP
Direct Services,Materials,D3021,14/02/2017,60068557 - 1,598.46,Revenue,20019236,POWRED HEATING COMPONENTS LTD
Direct Services,Tipping Charges,D3421,14/02/2017,60068559 - 1,462.70,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Direct Services,Tipping Charges,D3421,14/02/2017,60068560 - 0,626.00,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Direct Services,Tipping Charges,D3421,14/02/2017,60068564 - 0,692.00,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Direct Services,Tipping Charges,D3421,14/02/2017,60068565 - 1,500.00,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Direct Services,Temporary Bureau Staffing,A0108,14/02/2017,60068573 - 1,1178.78,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,14/02/2017,60068574 - 0,644.80,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,14/02/2017,60068575 - 0,1612.00,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,14/02/2017,60068576 - 1,1612.00,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Engineering Services Supplies and Services,D3319,14/02/2017,60068577 - 0,1141.80,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Engineering Services Supplies and Services,D3319,14/02/2017,60068578 - 1,6432.05,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Engineering Services Supplies and Services,D3319,14/02/2017,60068579 - 0,4601.85,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Engineering Services Supplies and Services,D3319,14/02/2017,60068580 - 1,4665.72,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,General Contracted Services,D3401,14/02/2017,60068581 - 0,950.00,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Muck away from site,D3313,14/02/2017,60068583 - 0,2520.00,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Protective Clothing,D3201,14/02/2017,60068585 - 0,753.36,Revenue,20008229,SITESAFE UK LTD
Direct Services,Materials,D3021,14/02/2017,60068593 - 0,1518.73,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Materials,D3021,14/02/2017,60068594 - 1,818.60,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Materials,D3021,14/02/2017,60068595 - 0,1799.96,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Materials,D3021,14/02/2017,60068597 - 0,636.31,Revenue,20017252,CHERWELL PACKAGING LTD
Direct Services,Materials,D3021,14/02/2017,60068598 - 1,655.94,Revenue,20017252,CHERWELL PACKAGING LTD
Direct Services,Materials,D3021,14/02/2017,60068599 - 0,417.48,Revenue,20017252,CHERWELL PACKAGING LTD
Direct Services,Direct Services Supplies & Services,D3311,14/02/2017,60068601 - 0,942.50,Revenue,20008407,2 COUSINS ACCESS LTD
Direct Services,Materials,D3021,14/02/2017,60068611 - 0,1922.00,Revenue,20003233,AKW MEDICARE LIMITED
Direct Services,Materials,D3021,14/02/2017,60068612 - 1,1069.20,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Direct Services,Materials,D3021,14/02/2017,60068616 - 1,1936.67,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Materials,D3021,14/02/2017,60068618 - 1,2223.04,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Materials,D3021,14/02/2017,60068623 - 0,446.69,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,14/02/2017,60068634 - 0,608.20,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,14/02/2017,60068636 - 0,794.08,Revenue,20019236,POWRED HEATING COMPONENTS LTD
Direct Services,Sign Shop Materials,D3018,14/02/2017,60068637 - 1,3492.00,Revenue,20000278,B & M ENGINEERS LIMITED
Direct Services,Reactive Maintenance & Minor Repairs,B1101,14/02/2017,60068640 - 1,475.00,Revenue,20008181,EXECUTIVE ALARMS LTD
Direct Services,Materials,D3021,14/02/2017,60068648 - 1,959.40,Revenue,20002005,HANSON AGGREGATES
Direct Services,Materials,D3021,14/02/2017,60068650 - 1,1578.82,Revenue,20011554,MEON LTD
Direct Services,Reactive Maintenance & Minor Repairs,B1101,14/02/2017,60068666 - 0,523.83,Revenue,20002241,HURLEY INDUSTRIAL CLEANING EQU
Direct Services,Reactive Maintenance & Minor Repairs,B1101,14/02/2017,60068669 - 1,682.26,Revenue,20009781,KONE BOLTON BRADY LTD
Direct Services,Materials,D3021,14/02/2017,60068672 - 0,784.68,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,14/02/2017,60068673 - 1,442.56,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Direct Services,Direct Services Sub Contractors,B1111,14/02/2017,60068702 - 1,5050.00,Revenue,20012692,FREECHOICE GROUP
Direct Services,Direct Services Sub Contractors,B1111,14/02/2017,60068703 - 0,2085.00,Revenue,20012692,FREECHOICE GROUP
Direct Services,Subscriptions,D3703,14/02/2017,60068704 - 1,435.00,Revenue,20012138,M3 HOUSING LIMITED
Direct Services,Direct Services Sub Contractors,B1111,14/02/2017,60068705 - 2,600.00,Revenue,20019316,TRUTH LTD T/A KJC FELT ROOFING
Direct Services,Direct Services Sub Contractors,B1111,14/02/2017,60068707 - 0,422.50,Revenue,20014676,KENNINGTON FLOORING LTD
Direct Services,Direct Services Sub Contractors,B1111,14/02/2017,60068709 - 0,1385.28,Revenue,20002513,MARCUS COPELIN
Direct Services,Direct Services Sub Contractors,B1111,14/02/2017,60068711 - 0,701.52,Revenue,20002513,MARCUS COPELIN
Direct Services,Direct Services Sub Contractors,B1111,14/02/2017,60068723 - 0,4430.00,Revenue,20014739,MULTI-FLOORS LIMITED
Direct Services,Direct Services Sub Contractors,B1111,14/02/2017,60068724 - 1,519.25,Revenue,20012914,PROELEC INSTALLATIONS LTD
Direct Services,Direct Services Sub Contractors,B1111,14/02/2017,60068725 - 0,975.00,Revenue,20005794,STEELWAY FENSECURE LTD
Direct Services,Direct Services Sub Contractors,B1111,14/02/2017,60068726 - 1,1895.02,Revenue,20013974,TOM GHEE CONSTRUCTION
Direct Services,Direct Services Sub Contractors,B1111,14/02/2017,60068727 - 0,812.77,Revenue,20013974,TOM GHEE CONSTRUCTION
Direct Services,Direct Services Sub Contractors,B1111,14/02/2017,60068728 - 1,812.77,Revenue,20013974,TOM GHEE CONSTRUCTION
Direct Services,Direct Services Sub Contractors,B1111,14/02/2017,60068729 - 0,3347.00,Revenue,20008696,TOTAL HYGIENE LTD
Direct Services,Direct Services Supplies & Services,D3311,21/02/2017,60068730 - 0,651.13,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,21/02/2017,60068731 - 1,536.46,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,21/02/2017,60068741 - 0,580.51,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,21/02/2017,60068743 - 0,586.14,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,21/02/2017,60068745 - 0,450.96,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,21/02/2017,60068750 - 1,568.69,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,21/02/2017,60068751 - 0,924.64,Revenue,20002299,C BREWER & SONS LTD
Direct Services,Direct Services Supplies & Services,D3311,21/02/2017,60068759 - 0,490.79,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,21/02/2017,60068760 - 1,491.76,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,21/02/2017,60068761 - 0,564.13,Revenue,20002464,WOLSELEY UK LIMITED
