Service Area,Expenditure Category,Expenditure Code,Paid Date,Trans No,Amount,Type,Supplier ID,Supplier Name
Direct Services,Direct Services Supplies & Services,D3311,19/04/2017,60072270 - 0,642.83,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,19/04/2017,60072271 - 1,636.11,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,19/04/2017,60072272 - 1,602.24,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,19/04/2017,60072273 - 0,598.71,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,19/04/2017,60072274 - 1,620.45,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,19/04/2017,60072275 - 0,793.64,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,19/04/2017,60072277 - 0,746.05,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,19/04/2017,60072278 - 1,602.24,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,19/04/2017,60072279 - 0,522.71,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,19/04/2017,60072285 - 1,541.2,Revenue,20006027,ACE MINIMIX
Direct Services,Advertising & Publicity,D3802,19/04/2017,60072287 - 1,450,Revenue,20017005,ALLWAG PROMOTIONS LTD
Direct Services,Advertising & Publicity,D3802,19/04/2017,60072288 - 0,520,Revenue,20017005,ALLWAG PROMOTIONS LTD
Direct Services,Advertising & Publicity,D3802,19/04/2017,60072289 - 1,642,Revenue,20017005,ALLWAG PROMOTIONS LTD
Direct Services,Sign Shop Materials,D3018,19/04/2017,60072291 - 1,3492,Revenue,20000278,B & M ENGINEERS LIMITED
Direct Services,Sign Shop Materials,D3018,19/04/2017,60072292 - 0,1437.54,Revenue,20000278,B & M ENGINEERS LIMITED
Direct Services,Services Maintenance (Planned),B1103,19/04/2017,60072294 - 0,1260,Revenue,20002712,CLEANSING SERVICE GROUP LTD
Direct Services,Refuse Containers,D3004,19/04/2017,60072295 - 1,5997.6,Revenue,20018989,CORAL PRODUCTS (MOULDINGS) LTD
Direct Services,Materials,D3021,19/04/2017,60072296 - 0,1560,Revenue,20019480,DAVID EINIG CONTRACTING LTD
Direct Services,Materials,D3021,19/04/2017,60072297 - 0,2080,Revenue,20019480,DAVID EINIG CONTRACTING LTD
Direct Services,Materials,D3021,19/04/2017,60072298 - 1,1300,Revenue,20019480,DAVID EINIG CONTRACTING LTD
Direct Services,Licences (Non-Transport),D3804,19/04/2017,60072299 - 0,1605.5,Revenue,20002929,ENVIRONMENT AGENCY
Direct Services,Refuse Containers,D3004,19/04/2017,60072303 - 0,1532.64,Revenue,20007833,GELPACK EXCELSIOR LTD
Direct Services,Refuse Containers,D3004,19/04/2017,60072304 - 1,3065.28,Revenue,20007833,GELPACK EXCELSIOR LTD
Direct Services,Materials,D3021,19/04/2017,60072307 - 0,1763.78,Revenue,20002005,HANSON AGGREGATES
Direct Services,Materials,D3021,19/04/2017,60072308 - 1,1571.08,Revenue,20002005,HANSON AGGREGATES
Direct Services,Materials,D3021,19/04/2017,60072310 - 1,946.24,Revenue,20002005,HANSON AGGREGATES
Direct Services,Materials,D3021,19/04/2017,60072311 - 0,616.28,Revenue,20002005,HANSON AGGREGATES
Direct Services,General Contracted Services,D3401,19/04/2017,60072324 - 1,1078,Revenue,20011854,OXFORD FABRICATION LTD
Direct Services,Temporary Bureau Staffing,A0108,19/04/2017,60072332 - 1,806,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Engineering Services Supplies and Services,D3319,19/04/2017,60072333 - 0,4620.65,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Engineering Services Supplies and Services,D3319,19/04/2017,60072334 - 1,6885.96,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,19/04/2017,60072335 - 0,3255.23,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Engineering Services Supplies and Services,D3319,19/04/2017,60072336 - 1,1524.88,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,19/04/2017,60072337 - 0,463.45,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,19/04/2017,60072348 - 0,483.6,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,19/04/2017,60072349 - 1,806,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,19/04/2017,60072351 - 1,4454.46,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Contract Plant Hire,C2402,19/04/2017,60072353 - 0,605,Revenue,20003003,MABEY HIRE SERVICES LTD
Direct Services,Materials,D3021,19/04/2017,60072356 - 1,12720,Revenue,20015230,MERKKO ENTERPRISES LIMITED
Direct Services,Protective Clothing,D3201,19/04/2017,60072357 - 0,1273.1,Revenue,20002347,REXEL UK LIMITED
Direct Services,Tools,D3023,19/04/2017,60072358 - 1,662.1,Revenue,20002347,REXEL UK LIMITED
Direct Services,Contract Plant Hire,C2402,19/04/2017,60072362 - 1,3830.65,Revenue,20002955,PORTAKABIN LIMITED
Direct Services,Waste Disposal & Skip Hire,D3420,19/04/2017,60072363 - 0,915.24,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Direct Services,General Contracted Services,D3401,19/04/2017,60072366 - 0,663.38,Revenue,20012258,SOUTHERN  GAS  NETWORKS  LTD.
Direct Services,Health & Safety,B1309,19/04/2017,60072367 - 1,1698.48,Revenue,20008229,SITESAFE UK LTD
Direct Services,Materials,D3021,19/04/2017,60072370 - 0,2560,Revenue,20006398,STREET FURNISHING SERVICES
Direct Services,Direct Services Sub Contractors,B1111,19/04/2017,60072386 - 0,1380,Revenue,20013811,OAKWOOD LANDSCAPING & GROUNDWORK
Direct Services,Direct Services Sub Contractors,B1111,19/04/2017,60072387 - 1,12000,Revenue,20013974,TOM GHEE CONSTRUCTION
Direct Services,Materials,D3021,25/04/2017,60072394 - 1,454.6,Revenue,20014482,APOLLO TRADE WINDOW STORE
Direct Services,Materials,D3021,25/04/2017,60072395 - 0,672.5,Revenue,20014482,APOLLO TRADE WINDOW STORE
Direct Services,Materials,D3021,25/04/2017,60072403 - 0,1610.34,Revenue,20002299,C BREWER & SONS LTD
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072407 - 0,432.66,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072408 - 1,420,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072409 - 0,6391.65,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072410 - 1,1100,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Materials,D3021,25/04/2017,60072412 - 1,1199.32,Revenue,20017252,CHERWELL PACKAGING LTD
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072418 - 1,878,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Materials,D3021,25/04/2017,60072421 - 0,759.6,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Materials,D3021,25/04/2017,60072422 - 1,1040.23,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Materials,D3021,25/04/2017,60072430 - 1,454.27,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,25/04/2017,60072439 - 0,749.61,Revenue,20006089,ICI CONTRACT DIRECT
Direct Services,Materials,D3021,25/04/2017,60072440 - 1,480,Revenue,20002679,LOCKS & LATCHES (STAFFORD) LTD
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072441 - 0,556,Revenue,20002282,M&J ENGINEERS LTD
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072442 - 1,880,Revenue,20002282,M&J ENGINEERS LTD
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072443 - 0,1012,Revenue,20002282,M&J ENGINEERS LTD
Direct Services,Materials,D3021,25/04/2017,60072453 - 1,701.96,Revenue,20019236,POWRED HEATING COMPONENTS LTD
Direct Services,Materials,D3021,25/04/2017,60072456 - 0,1380.8,Revenue,20015865,SHERRIFF AMENITY
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072477 - 0,626.25,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072480 - 1,631.99,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072481 - 0,466,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072483 - 0,718.51,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072487 - 0,659.35,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072489 - 0,584.99,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072490 - 1,598.71,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072492 - 1,665.64,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,25/04/2017,60072497 - 0,1919.64,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072500 - 1,602.24,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072503 - 1,670.14,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072504 - 0,602.24,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072505 - 1,467.52,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072506 - 0,505.77,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072507 - 1,623.54,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072509 - 1,607.22,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,25/04/2017,60072510 - 0,3124.68,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072513 - 1,532.15,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072515 - 1,571.54,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072516 - 0,759.99,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072517 - 1,620.84,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,25/04/2017,60072519 - 1,1219.23,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072521 - 1,577.49,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072522 - 0,919.45,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072523 - 1,695.12,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072524 - 0,682.27,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072525 - 1,645.71,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072526 - 0,598.71,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072527 - 0,598.71,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072528 - 1,640.19,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072529 - 0,473.15,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072530 - 1,462.42,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072531 - 0,547.13,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072532 - 1,462.42,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072534 - 1,462.42,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072535 - 0,483.64,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072536 - 1,450.96,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072537 - 0,608.36,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072538 - 1,601.08,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072539 - 0,585.68,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072540 - 1,476.06,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072541 - 0,694.5,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072542 - 1,602.12,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072543 - 0,483.64,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072544 - 1,997.94,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072545 - 0,538.08,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072546 - 0,547.13,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072548 - 0,598.71,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072549 - 1,534.14,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072550 - 0,483.64,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072551 - 0,530.57,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072555 - 0,676.89,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072556 - 1,609.81,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072557 - 0,756.46,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072558 - 1,734.13,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,25/04/2017,60072559 - 1,1219.2,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072561 - 1,653.13,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072562 - 0,476.06,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072563 - 1,654.86,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,25/04/2017,60072566 - 1,1369.37,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072568 - 0,1113.47,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072569 - 1,801.72,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072570 - 0,704.88,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072572 - 0,715.94,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072574 - 0,617.52,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072576 - 0,584.99,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072578 - 0,547.13,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072580 - 0,651.07,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072584 - 1,584.99,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,25/04/2017,60072585 - 0,1274.3,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,25/04/2017,60072586 - 1,1369.37,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,25/04/2017,60072588 - 1,1369.37,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,25/04/2017,60072592 - 1,450.5,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,25/04/2017,60072596 - 1,1332.53,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,25/04/2017,60072599 - 1,585.1,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,25/04/2017,60072600 - 0,475.46,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,25/04/2017,60072602 - 0,579.8,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,25/04/2017,60072618 - 1,1091.73,Revenue,20002299,C BREWER & SONS LTD
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072624 - 1,479.48,Revenue,20006342,JEWSON LTD
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072633 - 1,539.9,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,25/04/2017,60072634 - 0,1125,Revenue,20006342,JEWSON LTD
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072635 - 1,454,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,25/04/2017,60072636 - 0,903.84,Revenue,20006342,JEWSON LTD
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072640 - 0,461.65,Revenue,20006342,JEWSON LTD
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072641 - 1,511.37,Revenue,20006342,JEWSON LTD
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072642 - 0,652.39,Revenue,20006342,JEWSON LTD
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072643 - 1,484.33,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,25/04/2017,60072644 - 0,1020.5,Revenue,20006342,JEWSON LTD
Direct Services,Direct Services Supplies & Services,D3311,25/04/2017,60072646 - 1,542.65,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,25/04/2017,60072666 - 1,481.17,Revenue,20002005,HANSON AGGREGATES
Direct Services,Materials,D3021,25/04/2017,60072669 - 0,828.36,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,25/04/2017,60072671 - 0,1234.2,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,25/04/2017,60072674 - 1,784.68,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,25/04/2017,60072675 - 0,1274.52,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
